iter	F1	Logloss
183	0.998298058	0.0238055386
184	0.998298058	0.02369160904
185	0.9982544946	0.02359182451
186	0.998298058	0.02345722695
187	0.998298058	0.02333565499
188	0.9982544946	0.02324419881
189	0.9983851961	0.02311332973
190	0.9984723495	0.02292556074
191	0.9985159319	0.02280361939
192	0.9985159319	0.02265180649
193	0.9985159319	0.02244862275
194	0.9984723495	0.02226514504
195	0.9984723495	0.02217438514
196	0.9985159319	0.02209912818
197	0.9985159319	0.02198942882
198	0.9985159319	0.02186962062
199	0.9985159319	0.02166701594
200	0.9985595181	0.02149439327
201	0.9985595181	0.02138562633
202	0.998603108	0.02130828357
203	0.9986467018	0.02122358355
204	0.9986467018	0.02114222897
205	0.9986902995	0.02106709244
206	0.9986902995	0.02097017798
207	0.9986902995	0.02086133908
208	0.9986902995	0.02071982318
209	0.9986902995	0.02053985393
210	0.9986902995	0.02034597912
211	0.9987339009	0.02024237573
212	0.9987775061	0.0201530256
213	0.9987775061	0.02004241771
214	0.9987775061	0.01991966056
215	0.9987775061	0.01980842273
216	0.9987775061	0.01967149429
217	0.9987775061	0.01963239152
218	0.9987775061	0.01958686663
219	0.9988211151	0.01950853716
220	0.9988647279	0.01941519322
221	0.9989955893	0.01931077939
222	0.9989955893	0.01914426069
223	0.9989955893	0.01900233095
224	0.9989955893	0.01891302217
225	0.9989955893	0.01882301879
226	0.9990828493	0.01874595652
227	0.9990828493	0.01862424615
228	0.999126485	0.01854629538
229	0.999126485	0.01842199571
230	0.9991701245	0.01836738398
231	0.9991701245	0.01828183482
232	0.9991701245	0.01820824477
233	0.9991701245	0.01814078547
234	0.999126485	0.01804777663
235	0.9991701245	0.01793847827
236	0.9993010659	0.01785544756
237	0.9993010659	0.01781203822
238	0.9993447206	0.01773889368
239	0.9993447206	0.01761822739
240	0.9993883792	0.01754895215
241	0.9994320416	0.01746016913
242	0.9993883792	0.01738682385
243	0.9993883792	0.01731821873
244	0.9993883792	0.01723835808
245	0.9994320416	0.0171604882
246	0.9994320416	0.0171102261
247	0.9994320416	0.0170320999
248	0.9994320416	0.01699026285
249	0.9994320416	0.0169272002
250	0.9994320416	0.01683598095
251	0.9994320416	0.01677617883
252	0.9994320416	0.01668946518
253	0.9994757078	0.01657303077
254	0.9994757078	0.01649781876
255	0.9994757078	0.0164171763
256	0.9994320416	0.01635278147
257	0.9994320416	0.01631431049
258	0.9994320416	0.01625389976
259	0.9994320416	0.01616831969
260	0.9995193778	0.01609284491
261	0.9995193778	0.01602154241
262	0.9995630516	0.01593686797
263	0.9995630516	0.01585863646
264	0.9995630516	0.01578983171
265	0.9995630516	0.01570565819
266	0.9996504108	0.01563248277
267	0.9996504108	0.01555358803
268	0.9996504108	0.01545893438
269	0.999694096	0.01539279245
270	0.9996504108	0.01534808865
271	0.999694096	0.01531898171
272	0.9996067293	0.01524668997
273	0.9996067293	0.01521356695
274	0.9996067293	0.01511613667
275	0.9996067293	0.01508479917
276	0.9996504108	0.01502665159
277	0.9996504108	0.01495801467
278	0.999694096	0.01489985815
279	0.9996504108	0.01482533013
280	0.9997377852	0.014766786
281	0.9997377852	0.01473958861
282	0.9997377852	0.01468099056
283	0.9997377852	0.01462426108
284	0.9997377852	0.01456182115
285	0.9997377852	0.01451028508
286	0.999694096	0.01445716398
287	0.9997377852	0.01438140599
288	0.9997377852	0.01429379384
289	0.9998251748	0.01424037735
290	0.9998251748	0.01416215433
291	0.9998251748	0.01411003258
292	0.9998251748	0.01405313291
293	0.9997814781	0.01398673481
294	0.9998251748	0.01391428844
295	0.9998251748	0.01382820434
296	0.9998251748	0.01376967733
297	0.9998251748	0.01372722745
298	0.9998251748	0.01365599871
299	0.9998251748	0.0135925601
300	0.9998251748	0.01351312887
301	0.9998688754	0.01346257201
302	0.9998688754	0.01338673684
303	0.9998688754	0.01329033991
304	0.9998688754	0.01324057185
305	0.9999125798	0.01321458243
306	0.9998251748	0.01315486928
307	0.9997814781	0.01308550864
308	0.9998251748	0.01301953996
309	0.9998251748	0.01297289232
310	0.9998251748	0.01293090404
311	0.9998251748	0.01286929833
312	0.9998688754	0.01279582631
313	0.9998688754	0.01269611642
314	0.9998688754	0.01265585248
315	0.9999125798	0.01259771531
316	0.9998688754	0.0125208533
317	0.9998688754	0.0124726534
318	0.9998688754	0.01243288265
319	0.9999125798	0.01237521956
320	0.9999125798	0.01233909726
321	0.9998688754	0.01229630838
322	0.9998688754	0.01223362492
323	0.9999125798	0.01219271166
324	0.999956288	0.01214042762
325	0.999956288	0.0121085036
326	0.999956288	0.01204508723
327	1	0.01197509374
328	1	0.01191767732
329	1	0.01188582474
330	1	0.01185519023
331	1	0.01179908916
332	1	0.01176428903
333	1	0.01170943383
334	1	0.01168881052
335	1	0.01162535321
336	1	0.01157956994
337	1	0.01151215958
338	1	0.01145909948
339	1	0.01142453383
340	1	0.01140615146
341	1	0.01136335891
342	1	0.01133080216
343	1	0.01127560767
344	1	0.01124590717
345	1	0.01121747579
346	1	0.01116246278
347	1	0.01113049743
348	1	0.01109786748
349	1	0.0110316416
350	1	0.01098647074
351	1	0.01096763277
352	1	0.01093323503
353	1	0.01089985859
354	1	0.01086071622
355	1	0.01077921385
356	1	0.01073271437
357	1	0.01066634556
358	1	0.01060738821
359	1	0.01057195947
360	1	0.01053311997
361	1	0.01048332332
362	1	0.01045244823
363	1	0.01040019714
364	1	0.01036479433
365	1	0.01033541136
366	1	0.01030008167
367	1	0.01025708005
368	1	0.01022696618
369	1	0.01018666311
370	1	0.01012146265
371	1	0.01008545432
372	1	0.0100410879
373	1	0.01000554877
374	1	0.00997156241
375	1	0.009926960912
376	1	0.009901962396
377	1	0.009880913347
378	1	0.009842249192
379	1	0.009786281377
380	1	0.009758663859
381	1	0.009721666948
382	1	0.009694758425
383	1	0.009656156036
384	1	0.009632552908
385	1	0.009617464092
386	1	0.009574008167
387	1	0.009552885255
388	1	0.009532672335
389	1	0.009494820164
390	1	0.009465564014
391	1	0.009434239749
392	1	0.0093956401
393	1	0.009362600032
394	1	0.009326540307
395	1	0.009294777724
396	1	0.009268701544
397	1	0.009243154606
398	1	0.009215106743
399	1	0.009189657901
400	1	0.009158209415
401	1	0.009121371277
402	1	0.009087253423
403	1	0.009050899992
404	1	0.009020296119
405	1	0.008988557546
406	1	0.008959011482
407	1	0.008938096913
408	1	0.008915937526
409	1	0.008899811571
410	1	0.008866307895
411	1	0.008847066298
412	1	0.008827513998
413	1	0.008800398227
414	1	0.008784129951
415	1	0.008756245388
416	1	0.008734484455
417	1	0.008698976522
418	1	0.00865218787
419	1	0.008637680082
420	1	0.00861462793
421	1	0.008585439965
422	1	0.00855446403
423	1	0.008536519677
424	1	0.008501998267
425	1	0.008483454293
426	1	0.008444405507
427	1	0.00840933301
428	1	0.008377904529
429	1	0.008344457302
430	1	0.008330877285
431	1	0.008299440045
432	1	0.00827005144
433	1	0.008218138556
434	1	0.008204042307
435	1	0.008178745863
436	1	0.008178238272
437	1	0.008149208504
438	1	0.008103644793
439	1	0.008086343707
440	1	0.008058979468
441	1	0.008023496329
442	1	0.007991473559
443	1	0.007977355449
444	1	0.007948392393
445	1	0.007926339008
446	1	0.007891998876
447	1	0.007872741658
448	1	0.007843800906
449	1	0.007818336795
450	1	0.007798606738
451	1	0.007772010507
452	1	0.007758934206
453	1	0.007745456613
454	1	0.007724206706
455	1	0.007724123847
456	1	0.007724082486
457	1	0.007724072153
458	1	0.007724072153
459	1	0.007724072153
460	1	0.007724072153
461	1	0.007724072153
462	1	0.007724072153
463	1	0.007724072153
464	1	0.007724072153
465	1	0.007724072153
466	1	0.007724072153
467	1	0.007724072153
468	1	0.007724072153
469	1	0.007724072153
470	1	0.007724072153
471	1	0.007724072153
472	1	0.007724072153
473	1	0.007724072153
474	1	0.007724072153
475	1	0.007724072153
476	1	0.007724072153
477	1	0.007724072153
478	1	0.007724072153
479	1	0.007724072153
480	1	0.007724072153
481	1	0.007724072153
482	1	0.007724072153
483	1	0.007724072153
484	1	0.007724072153
485	1	0.007724072153
486	1	0.007724072153
487	1	0.007724072153
488	1	0.007724072153
489	1	0.007724072153
490	1	0.007724072153
491	1	0.007724072153
492	1	0.007724072153
493	1	0.007724072153
494	1	0.007724072153
495	1	0.007724072153
496	1	0.007724072153
497	1	0.007724072153
498	1	0.007724072153
499	1	0.007724072153
